sequence,label
"[0.6551675415961233, 0.6551675415961233, 0.6551675415961233, 0.6551675415961233]",1
"[0.1667965331069515, 0.16679653310695153, 0.16679653310695153, 0.1667965331069515]",0
"[0.42434134689675, 0.42434134689675, 0.42434134689675, 0.42434134689675]",1
"[0.4864263742805387, 0.48642637428053864, 0.4864263742805387, 0.48642637428053864]",1
"[0.446866766242308, 0.4468667662423079, 0.446866766242308, 0.4468667662423079]",1
"[0.2190089821282824, 0.2190089821282824, 0.2190089821282824, 0.21900898212828238]",0
"[0.920136013289357, 0.920136013289357, 0.920136013289357, 0.9201360132893571]",1
"[0.7368168142003031, 0.7368168142003031, 0.7368168142003031, 0.7368168142003032]",1
"[0.946334557488998, 0.946334557488998, 0.946334557488998, 0.946334557488998]",1
"[0.5845575986413583, 0.5845575986413583, 0.5845575986413581, 0.5845575986413583]",1
"[0.8721034606214496, 0.8721034606214496, 0.8721034606214496, 0.8721034606214496]",0
"[0.7395156483700202, 0.7395156483700202, 0.7395156483700202, 0.7395156483700203]",1
"[0.6391452147043116, 0.6391452147043116, 0.6391452147043116, 0.6391452147043116]",1
"[0.3020961174417549, 0.30209611744175485, 0.3020961174417549, 0.30209611744175485]",0
"[0.15864937537653348, 0.15864937537653348, 0.15864937537653348, 0.15864937537653348]",0
"[0.18776611351359965, 0.18776611351359965, 0.18776611351359965, 0.18776611351359962]",0
"[0.8332388451428221, 0.8332388451428221, 0.8332388451428221, 0.8332388451428221]",0
"[0.3616991120790262, 0.3616991120790262, 0.3616991120790262, 0.3616991120790262]",0
"[0.3980319167365582, 0.3980319167365582, 0.3980319167365582, 0.3980319167365582]",1
"[0.8982899440541222, 0.8982899440541222, 0.8982899440541222, 0.8982899440541223]",1
"[0.9552224655979413, 0.9552224655979413, 0.9552224655979413, 0.9552224655979414]",1
"[0.3735724620381877, 0.3735724620381877, 0.3735724620381877, 0.3735724620381877]",0
"[0.6160687279516388, 0.6160687279516388, 0.6160687279516387, 0.6160687279516388]",1
"[0.32931492943135604, 0.329314929431356, 0.32931492943135604, 0.329314929431356]",0
"[0.8580801510329644, 0.8580801510329644, 0.8580801510329644, 0.8580801510329645]",0
"[0.704058601585501, 0.704058601585501, 0.704058601585501, 0.7040586015855012]",1
"[0.2558498740051877, 0.2558498740051877, 0.2558498740051877, 0.2558498740051877]",0
"[0.17469158425995351, 0.17469158425995354, 0.17469158425995354, 0.17469158425995351]",0
"[0.3251967988239217, 0.32519679882392166, 0.3251967988239217, 0.3251967988239217]",0
"[0.2661159257530414, 0.2661159257530414, 0.2661159257530414, 0.2661159257530414]",0
"[0.4483443929348173, 0.44834439293481726, 0.4483443929348173, 0.4483443929348173]",1
"[0.894224807725791, 0.894224807725791, 0.894224807725791, 0.894224807725791]",1
"[0.095973662793528, 0.09597366279352801, 0.095973662793528, 0.095973662793528]",0
"[0.36101406051522716, 0.36101406051522716, 0.36101406051522716, 0.36101406051522716]",0
"[0.4166660209892431, 0.41666602098924305, 0.4166660209892431, 0.4166660209892431]",1
"[0.41021424161678016, 0.4102142416167801, 0.41021424161678016, 0.41021424161678016]",1
"[0.4738543038883474, 0.4738543038883474, 0.47385430388834743, 0.4738543038883474]",1
"[0.8639390523394891, 0.8639390523394891, 0.863939052339489, 0.8639390523394891]",0
"[0.9561573577768775, 0.9561573577768775, 0.9561573577768775, 0.9561573577768776]",1
"[0.328044309357357, 0.32804430935735696, 0.328044309357357, 0.328044309357357]",0
"[0.6041512282758176, 0.6041512282758176, 0.6041512282758176, 0.6041512282758176]",1
"[0.6226943285595599, 0.6226943285595599, 0.6226943285595599, 0.62269432855956]",1
"[0.838475264682668, 0.838475264682668, 0.838475264682668, 0.8384752646826681]",0
"[0.9308966295784681, 0.9308966295784681, 0.9308966295784681, 0.9308966295784682]",1
"[0.26855673260519436, 0.26855673260519436, 0.26855673260519436, 0.26855673260519436]",0
"[0.018668824642442114, 0.018668824642442117, 0.018668824642442114, 0.018668824642442117]",0
"[0.7247902559528656, 0.7247902559528656, 0.7247902559528656, 0.7247902559528656]",1
"[0.3300355054360435, 0.3300355054360435, 0.27557785327411816, 0.33003418971601056]",0
"[0.528003492798114, 0.528003492798114, 0.528003492798114, 0.528003492798114]",1
"[0.6391091785945215, 0.6391091785945215, 0.6391091785945214, 0.6391091785945215]",1
"[0.7927574290304269, 0.7927574290304269, 0.7927574290304268, 0.7927574290304269]",0
"[0.8192721846113092, 0.8192721846113092, 0.8192721846113091, 0.8192721846113092]",0
"[0.5188872341679043, 0.5188872341679043, 0.5188872341679043, 0.5188872341679043]",1
"[0.8128656513888667, 0.8128656513888667, 0.8128656513888667, 0.8128656513888668]",0
"[0.0434511424177759, 0.0434511424177759, 0.0434511424177759, 0.0434511424177759]",0
"[0.44358704167806345, 0.44358704167806345, 0.44358704167806345, 0.44358704167806345]",1
"[0.34162933798377015, 0.3416293379837701, 0.34162933798377015, 0.34162933798377015]",0
"[0.2006559302937374, 0.2006559302937374, 0.20065593029373743, 0.2006559302937374]",0
"[0.4699627695088022, 0.46996276950880217, 0.4699627695088022, 0.4699627695088022]",1
"[0.3575450915529166, 0.3575450915529165, 0.3575450915529166, 0.3575450915529165]",0
"[0.39341666324335806, 0.393416663243358, 0.39341666324335806, 0.39341666324335806]",1
"[0.03589825156888649, 0.03589825156888649, 0.0358982515688865, 0.03589825156888649]",0
"[0.7556352654487095, 0.7556352654487094, 0.7556352654487094, 0.7556352654487095]",0
"[0.4433708981148802, 0.4433708981148802, 0.4433708981148802, 0.4433708981148802]",1
"[0.9631189055665337, 0.9631189055665337, 0.9631189055665336, 0.9631189055665337]",1
"[0.6855225184752676, 0.6855225184752676, 0.6855225184752676, 0.6855225184752676]",1
"[0.8378630893895804, 0.8378630893895804, 0.8378630893895804, 0.8378630893895804]",0
"[0.8027109241749083, 0.8027109241749083, 0.8027109241749082, 0.8027109241749083]",0
"[0.602854001418931, 0.6028540014189309, 0.6028540014189309, 0.602854001418931]",1
"[0.3004377985313933, 0.30043779853139324, 0.3004377985313933, 0.3004377985313933]",0
"[0.1002339642600734, 0.1002339642600734, 0.1002339642600734, 0.1002339642600734]",0
"[0.31041292996086023, 0.31041292996086023, 0.31041292996086023, 0.31041292996086023]",0
"[0.3018801931652437, 0.3018801931652437, 0.3018801931652438, 0.3018801931652437]",0
"[0.34425317611161166, 0.3442531761116116, 0.34425317611161166, 0.3442531761116116]",0
"[0.6385354515646177, 0.6385354515646177, 0.6385354515646177, 0.6385354515646178]",1
"[0.9237343613882366, 0.9237343613882366, 0.9237343613882366, 0.9237343613882367]",1
"[0.29899869319762507, 0.29899869319762507, 0.29899869319762507, 0.29899869319762507]",0
"[0.018197796870662232, 0.018197796870662235, 0.018197796870662235, 0.018197796870662235]",0
"[0.3583021422407385, 0.3583021422407384, 0.3583021422407385, 0.3583021422407384]",0
"[0.6368451898956795, 0.6368451898956794, 0.6368451898956794, 0.6368451898956795]",1
"[0.666509852330893, 0.666509852330893, 0.666509852330893, 0.6665098523308931]",1
"[0.5113591958085253, 0.5113591958085253, 0.5113591958085253, 0.5113591958085253]",1
"[0.30280243981275257, 0.3028024398127525, 0.30280243981275257, 0.30280243981275257]",0
"[0.012655910996510271, 0.012655910996510273, 0.012655910996510271, 0.012655910996510271]",0
"[0.11589220218055743, 0.11589220218055743, 0.11589220218055742, 0.11589220218055743]",0
"[0.5091259072437844, 0.5091259072437843, 0.5091259072437843, 0.5091259072437844]",1
"[0.8073674035624727, 0.8073674035624727, 0.8073674035624727, 0.8073674035624728]",0
"[0.8317641422726081, 0.8317641422726081, 0.8317641422726081, 0.8317641422726081]",0
"[0.01845129226366854, 0.01845129226366854, 0.01845129226366854, 0.01845129226366854]",0
"[0.9172938387316107, 0.9172938387316107, 0.9172938387316107, 0.9172938387316109]",1
"[0.047646535029364674, 0.047646535029364674, 0.04764653502936468, 0.047646535029364674]",0
"[0.3032660118376793, 0.3032660118376793, 0.3032660118376793, 0.3032660118376793]",0
"[0.2793855470493443, 0.27938554704934426, 0.2793855470493443, 0.2793855470493443]",0
"[0.7216236102158935, 0.7216236102158935, 0.7216236102158935, 0.7216236102158936]",1
"[0.9885579138294016, 0.9885579138294016, 0.9885579138294016, 0.9885579138294017]",1
"[0.18621561055037883, 0.18621561055037883, 0.18621561055037886, 0.18621561055037883]",0
"[0.39345269935314814, 0.39345269935314814, 0.3934526993531482, 0.39345269935314814]",1
"[0.6308682392639804, 0.6308682392639803, 0.6308682392639803, 0.6308682392639804]",1
"[0.08827867418108488, 0.08827867418108488, 0.08827867418108488, 0.08827867418108488]",0
"[0.6147363421316506, 0.6147363421316506, 0.6147363421316506, 0.6147363421316506]",1
"[0.025122943072741336, 0.025122943072741336, 0.025122943072741336, 0.025122943072741336]",0
"[0.29683813471248083, 0.2968381347124808, 0.29683813471248083, 0.2968381347124808]",0
"[0.9956100270146561, 0.9956100270146561, 0.9956100270146561, 0.9956100270146561]",1
"[0.03734495884062259, 0.03734495884062259, 0.0373449588406226, 0.03734495884062259]",0
"[0.04374038153834278, 0.04374038153834278, 0.04374038153834279, 0.04374038153834279]",0
"[0.34217046439508086, 0.34217046439508086, 0.3421704643950809, 0.34217046439508086]",0
"[0.5062073478285721, 0.5062073478285721, 0.5062073478285721, 0.5062073478285722]",1
"[0.6859544401238472, 0.6859544401238472, 0.6859544401238472, 0.6859544401238473]",1
"[0.6527545841513335, 0.6527545841513335, 0.6527545841513335, 0.6527545841513336]",1
"[0.6649257985068332, 0.6649257985068331, 0.6649257985068331, 0.6649257985068332]",1
"[0.6786431300921106, 0.6786431300921106, 0.6786431300921105, 0.6786431300921106]",1
"[0.7589114814261996, 0.7589114814261996, 0.7589114814261995, 0.7589114814261996]",0
"[0.036368109811748234, 0.036368109811748234, 0.03636810981174824, 0.03636810981174824]",0
"[0.3194843810143938, 0.3194843810143938, 0.3194843810143938, 0.3194843810143938]",0
"[0.24308819373714338, 0.2430881937371434, 0.2430881937371434, 0.24308819373714338]",0
"[0.09492656893400801, 0.09492656893400801, 0.09492656893400801, 0.09492656893400801]",0
"[0.589708057805721, 0.589708057805721, 0.589708057805721, 0.5897080578057211]",1
"[0.142049520485834, 0.142049520485834, 0.14204952048583402, 0.142049520485834]",0
"[0.22221707304629096, 0.22221707304629099, 0.22221707304629099, 0.22221707304629096]",0
"[0.4474073078891596, 0.4474073078891596, 0.44740730788915967, 0.4474073078891596]",1
"[0.21605175516321432, 0.21605175516321434, 0.21605175516321434, 0.21605175516321432]",0
"[0.5577591592022701, 0.5577591592022701, 0.5577591592022701, 0.5577591592022701]",1
"[0.35819425319804027, 0.3581942531980402, 0.35819425319804027, 0.35819425319804027]",0
"[0.22099147983564024, 0.22099147983564024, 0.22099147983564024, 0.22099147983564024]",0
"[0.39532811206893903, 0.39532811206893903, 0.39532811206893903, 0.39532811206893903]",1
"[0.580235019759922, 0.580235019759922, 0.580235019759922, 0.5802350197599221]",1
"[0.5024598116970727, 0.5024598116970727, 0.5024598116970727, 0.5024598116970728]",1
"[0.7229180594415996, 0.7229180594415996, 0.7229180594415996, 0.7229180594415997]",1
"[0.3282969276036747, 0.3282969276036747, 0.32829692760367474, 0.3282969276036747]",0
"[0.32015342465112584, 0.32015342465112584, 0.32015342465112584, 0.32015342465112584]",0
"[0.8544325365284083, 0.8544325365284083, 0.8544325365284083, 0.8544325365284083]",0
"[0.43198268337007356, 0.43198268337007356, 0.43198268337007356, 0.43198268337007356]",1
"[0.5524288849667437, 0.5524288849667437, 0.5524288849667437, 0.5524288849667437]",1
"[0.3904978845414737, 0.3904978845414737, 0.39049788454147377, 0.3904978845414737]",1
"[0.8701580954572427, 0.8701580954572427, 0.8701580954572425, 0.8701580954572427]",0
"[0.9009899477527574, 0.9009899477527574, 0.9009899477527574, 0.9009899477527575]",1
"[0.7137792873797157, 0.7137792873797157, 0.7137792873797157, 0.7137792873797157]",1
"[0.6774211185637716, 0.6774211185637716, 0.6774211185637716, 0.6774211185637717]",1
"[0.14572103723765456, 0.14572103723765456, 0.14572103723765456, 0.14572103723765453]",0
"[0.7768216472785573, 0.7768216472785573, 0.7768216472785573, 0.7768216472785574]",0
"[0.2588190886416667, 0.2588190886416667, 0.2588190886416667, 0.2588190886416667]",0
"[0.40347410027043895, 0.4034741002704389, 0.40347410027043895, 0.4034741002704389]",1
"[0.8217824322429766, 0.8217824322429765, 0.8217824322429765, 0.8217824322429766]",0
"[0.04016637426007194, 0.04016637426007194, 0.04016637426007195, 0.04016637426007195]",0
"[0.42693733561722835, 0.42693733561722835, 0.42693733561722835, 0.42693733561722835]",1
"[0.45656143001809407, 0.456561430018094, 0.45656143001809407, 0.456561430018094]",1
"[0.04677845218987711, 0.046778452189877105, 0.04677845218987711, 0.04677845218987711]",0
"[0.7662950829641886, 0.7662950829641886, 0.7662950829641885, 0.7662950829641886]",0
"[0.2397710442475185, 0.23977104424751852, 0.23977104424751852, 0.2397710442475185]",0
"[0.5206880163196065, 0.5206880163196065, 0.5206880163196065, 0.5206880163196066]",1
"[0.08543664581445336, 0.08543664581445336, 0.08543664581445336, 0.08543664581445336]",0
"[0.6955309814789015, 0.6955309814789015, 0.6955309814789014, 0.6955309814789015]",1
"[0.6989094581411712, 0.6989094581411711, 0.6989094581411711, 0.6989094581411712]",1
"[0.12379514765375686, 0.12379514765375688, 0.12379514765375686, 0.12379514765375686]",0
"[0.16561180031287823, 0.16561180031287823, 0.16561180031287823, 0.1656118003128782]",0
"[0.44982165414953973, 0.44982165414953973, 0.4498216541495398, 0.44982165414953973]",1
"[0.08402765585032719, 0.0840276558503272, 0.08402765585032719, 0.08402765585032719]",0
"[0.967905129568454, 0.967905129568454, 0.967905129568454, 0.9679051295684541]",1
"[0.5329750140380017, 0.5329750140380017, 0.5329750140380017, 0.5329750140380018]",1
"[0.5148174197239005, 0.5148174197239005, 0.5148174197239005, 0.5148174197239006]",1
"[0.1723819839333041, 0.1723819839333041, 0.17238198393330412, 0.1723819839333041]",0
"[0.49082146395489945, 0.4908214639548994, 0.49082146395489945, 0.4908214639548994]",1
"[0.1890904588222756, 0.1890904588222756, 0.1890904588222756, 0.1890904588222756]",0
"[0.5016316390319165, 0.5016316390319165, 0.5016316390319165, 0.5016316390319167]",1
"[0.9387405138413016, 0.9387405138413016, 0.9387405138413015, 0.9387405138413016]",1
"[0.22091933452050264, 0.22091933452050264, 0.22091933452050264, 0.22091933452050264]",0
"[0.028669100943649023, 0.028669100943649026, 0.028669100943649026, 0.028669100943649026]",0
"[0.9588921549608274, 0.9588921549608272, 0.9588921549608272, 0.9588921549608274]",1
"[0.8164021606461997, 0.8164021606461997, 0.8164021606461997, 0.8164021606461999]",0
"[0.5854587937683405, 0.5854587937683405, 0.5854587937683405, 0.5854587937683406]",1
"[0.27304801603307194, 0.2730480160330719, 0.27304801603307194, 0.27304801603307194]",0
"[0.414034069254532, 0.414034069254532, 0.414034069254532, 0.414034069254532]",1
"[0.10700648693833556, 0.10700648693833556, 0.10700648693833556, 0.10700648693833556]",0
"[0.25581376479984025, 0.2558137647998402, 0.25581376479984025, 0.2558137647998402]",0
"[0.42124194907257084, 0.42124194907257084, 0.42124194907257084, 0.42124194907257084]",1
"[0.7137432512699257, 0.7137432512699257, 0.7137432512699255, 0.7137432512699257]",1
"[0.3498691077853932, 0.34986910778539315, 0.3498691077853932, 0.34986910778539315]",0
"[0.015227705087494652, 0.015227705087494652, 0.01522770508749465, 0.01522770508749465]",0
"[0.19857701954619061, 0.19857701954619061, 0.19857701954619061, 0.1985770195461906]",0
"[0.29106146590801274, 0.29106146590801274, 0.29106146590801274, 0.29106146590801274]",0
"[0.9071450322578004, 0.9071450322578004, 0.9071450322578003, 0.9071450322578004]",1
"[0.7819479118134262, 0.7819479118134262, 0.7819479118134262, 0.7819479118134263]",0
"[0.7133829632675819, 0.7133829632675819, 0.7133829632675819, 0.713382963267582]",1
"[0.7263389315271518, 0.7263389315271518, 0.7263389315271518, 0.7263389315271519]",1
"[0.7739962846990093, 0.7739962846990093, 0.7739962846990093, 0.7739962846990093]",0
"[0.37690949351942094, 0.37690949351942094, 0.376909493519421, 0.37690949351942094]",1
"[0.38725331894033077, 0.3872533189403307, 0.38725331894033077, 0.38725331894033077]",1
"[0.507937738958514, 0.507937738958514, 0.507937738958514, 0.507937738958514]",1
"[0.7291822756138162, 0.7291822756138162, 0.7291822756138162, 0.7291822756138163]",1
"[0.08882045845241208, 0.08882045845241208, 0.08882045845241208, 0.08882045845241208]",0
"[0.41724267184144226, 0.41724267184144226, 0.41724267184144226, 0.41724267184144226]",1
"[0.460524378757203, 0.460524378757203, 0.46052437875720303, 0.460524378757203]",1
"[0.4398028115767574, 0.4398028115767574, 0.43980281157675744, 0.4398028115767574]",1
"[0.2506726618668225, 0.25067266186682247, 0.2506726618668225, 0.2506726618668225]",0
"[0.6704358147179659, 0.6704358147179659, 0.6704358147179659, 0.6704358147179659]",1
"[0.2949280016069327, 0.2949280016069327, 0.2949280016069327, 0.2949280016069327]",0
"[0.7129507492367727, 0.7129507492367727, 0.7129507492367727, 0.7129507492367727]",1
"[0.46506295501070777, 0.4650629550107077, 0.46506295501070777, 0.4650629550107077]",1
"[0.8147480081826091, 0.8147480081826091, 0.814748008182609, 0.8147480081826091]",0
"[0.5745796895807107, 0.5745796895807107, 0.5745796895807107, 0.5745796895807107]",1
"[0.3226724437496793, 0.32267244374967924, 0.3226724437496793, 0.3226724437496793]",0
"[0.8337426928198672, 0.8337426928198672, 0.8337426928198671, 0.8337426928198672]",0
"[0.7084864380695697, 0.7084864380695697, 0.7084864380695697, 0.7084864380695697]",1
"[0.021420360709032752, 0.021420360709032756, 0.021420360709032752, 0.021420360709032756]",0
"[0.9817571031704321, 0.981757103170432, 0.981757103170432, 0.9817571031704321]",1
"[0.2064252895424671, 0.20642528954246714, 0.20642528954246714, 0.2064252895424671]",0
"[0.7839634487127214, 0.7839634487127214, 0.7839634487127214, 0.7839634487127215]",0
"[0.43335198244654044, 0.43335198244654044, 0.43335198244654044, 0.43335198244654044]",1
"[0.026931692640198374, 0.026931692640198374, 0.026931692640198374, 0.026931692640198377]",0
"[0.9203158283605207, 0.9203158283605207, 0.9203158283605206, 0.9203158283605207]",1
"[0.2045135483346566, 0.2045135483346566, 0.2045135483346566, 0.2045135483346566]",0
"[0.8704464574311209, 0.8704464574311209, 0.8704464574311209, 0.8704464574311209]",0
"[0.7065070103756219, 0.7065070103756219, 0.7065070103756219, 0.706507010375622]",1
"[0.3319062400361618, 0.3319062400361618, 0.3319062400361618, 0.3319062400361618]",0
"[0.6065630892872467, 0.6065630892872467, 0.6065630892872466, 0.6065630892872467]",1
"[0.8062728706862108, 0.8062728706862108, 0.8062728706862108, 0.8062728706862109]",0
"[0.05086456694317741, 0.05086456694317741, 0.05086456694317742, 0.05086456694317741]",0
"[0.126466936467242, 0.126466936467242, 0.126466936467242, 0.126466936467242]",0
"[0.6769166130267101, 0.6769166130267101, 0.67691661302671, 0.6769166130267101]",1
"[0.4170621989102622, 0.41706219891026214, 0.4170621989102622, 0.41706219891026214]",1
"[0.9208559314340281, 0.9208559314340281, 0.920855931434028, 0.9208559314340281]",1
"[0.8493275428007381, 0.8493275428007381, 0.8493275428007381, 0.8493275428007382]",0
"[0.11311230503770195, 0.11311230503770196, 0.11311230503770195, 0.11311230503770195]",0
"[0.2894758039816904, 0.2894758039816904, 0.2894758039816904, 0.2894758039816904]",0
"[0.6395410271475438, 0.6395410271475438, 0.6395410271475438, 0.6395410271475438]",1
"[0.7094586089827715, 0.7094586089827715, 0.7094586089827715, 0.7094586089827716]",1
"[0.5411542607181112, 0.5411542607181111, 0.5411542607181111, 0.5411542607181112]",1
"[0.10866714490653344, 0.10866714490653344, 0.10866714490653344, 0.10866714490653344]",0
"[0.48898435331117757, 0.4889843533111775, 0.48898435331117757, 0.48898435331117757]",1
"[0.64627488227595, 0.64627488227595, 0.64627488227595, 0.6462748822759501]",1
"[0.7806882560730347, 0.7806882560730347, 0.7806882560730347, 0.7806882560730347]",0
"[0.4611370657191923, 0.4611370657191923, 0.4611370657191923, 0.4611370657191923]",1
"[0.2187203277721746, 0.2187203277721746, 0.2187203277721746, 0.21872032777217457]",0
"[0.24330455658699884, 0.24330455658699884, 0.24330455658699884, 0.24330455658699882]",0
"[0.49157800297381965, 0.4915780029738196, 0.49157800297381965, 0.49157800297381965]",1
"[0.22337037475068933, 0.22337037475068933, 0.22337037475068933, 0.2233703747506893]",0
"[0.1988296377925083, 0.1988296377925083, 0.1988296377925083, 0.19882963779250828]",0
"[0.08344961618253773, 0.08344961618253774, 0.08344961618253773, 0.08344961618253773]",0
"[0.1353827670791059, 0.1353827670791059, 0.1353827670791059, 0.1353827670791059]",0
"[0.6580850045779747, 0.6580850045779747, 0.6580850045779747, 0.6580850045779748]",1
"[0.8137294215904687, 0.8137294215904687, 0.8137294215904686, 0.8137294215904687]",0
"[0.6161406539801042, 0.6161406539801042, 0.6161406539801042, 0.6161406539801043]",1
"[0.6285624399063149, 0.6285624399063149, 0.6285624399063148, 0.6285624399063149]",1
"[0.4509754675228398, 0.45097546752283973, 0.4509754675228398, 0.4509754675228398]",1
"[0.8827069945577434, 0.8827069945577433, 0.8827069945577433, 0.8827069945577434]",1
"[0.5499422472001112, 0.5499422472001112, 0.5499422472001112, 0.5499422472001112]",1
"[0.8836426176922534, 0.8836426176922533, 0.8836426176922533, 0.8836426176922534]",1
"[0.7139233587233188, 0.7139233587233188, 0.7139233587233188, 0.7139233587233188]",1
"[0.32440341964408015, 0.32440341964408015, 0.3244034196440802, 0.32440341964408015]",0
"[0.3756124859492065, 0.37561248594920643, 0.3756124859492065, 0.37561248594920643]",1
"[0.6671946115124625, 0.6671946115124625, 0.6671946115124625, 0.6671946115124626]",1
"[0.8485718078329492, 0.848571807832949, 0.848571807832949, 0.8485718078329492]",0
"[0.10536110594163085, 0.10536110594163085, 0.10536110594163085, 0.10536110594163085]",0
"[0.7150374812089596, 0.7150374812089595, 0.7150374812089595, 0.7150374812089596]",1
"[0.5125119127484645, 0.5125119127484645, 0.5125119127484645, 0.5125119127484646]",1
"[0.0015105927888893582, 0.0015105927888893582, 0.10948786182483643, 0.10948786182483644]",0
"[0.4452093975741923, 0.4452093975741923, 0.44520939757419237, 0.4452093975741923]",1
"[0.7146058519426094, 0.7146058519426094, 0.7146058519426094, 0.7146058519426095]",1
"[0.6625495350318499, 0.6625495350318499, 0.6625495350318499, 0.66254953503185]",1
"[0.6863494485159481, 0.6863494485159481, 0.6863494485159481, 0.6863494485159483]",1
"[0.14860699603427363, 0.14860699603427363, 0.14860699603427363, 0.1486069960342736]",0
"[0.6952432042694823, 0.6952432042694822, 0.6952432042694822, 0.6952432042694823]",1
"[0.18010409099753652, 0.18010409099753652, 0.18010409099753655, 0.18010409099753652]",0
"[0.6067073799175219, 0.6067073799175219, 0.6067073799175218, 0.6067073799175219]",1
"[0.38927214513970826, 0.3892721451397082, 0.38927214513970826, 0.38927214513970826]",1
"[0.08428056647887443, 0.08428056647887443, 0.08428056647887443, 0.08428056647887443]",0
"[0.24020252732275385, 0.24020252732275388, 0.24020252732275388, 0.24020252732275385]",0
"[0.5230659609924095, 0.5230659609924095, 0.5230659609924095, 0.5230659609924097]",1
"[0.20743510466772147, 0.20743510466772147, 0.2074351046677215, 0.20743510466772147]",0
"[0.6191289465570603, 0.6191289465570603, 0.6191289465570603, 0.6191289465570604]",1
"[0.7786191401301773, 0.7786191401301773, 0.7786191401301773, 0.7786191401301773]",0
"[0.7539446383019843, 0.7539446383019843, 0.7539446383019843, 0.7539446383019843]",0
"[0.4565255400994187, 0.4565255400994187, 0.4565255400994187, 0.4565255400994187]",1
"[0.7775049445489792, 0.7775049445489791, 0.7775049445489791, 0.7775049445489792]",0
"[0.3541723163441228, 0.3541723163441227, 0.3541723163441228, 0.3541723163441228]",0
"[0.9663934403462039, 0.9663934403462039, 0.9663934403462039, 0.966393440346204]",1
"[0.4015288082017893, 0.4015288082017893, 0.4015288082017893, 0.4015288082017893]",1
"[0.9979857057251802, 0.9979857057251802, 0.9979857057251802, 0.9979857057251803]",1
"[0.8950874814940322, 0.8950874814940322, 0.8950874814940322, 0.8950874814940323]",1
"[0.045584801737803014, 0.045584801737803014, 0.04558480173780302, 0.04558480173780302]",0
"[0.9049856433015743, 0.9049856433015743, 0.9049856433015742, 0.9049856433015743]",1
"[0.3645450876057565, 0.36454508760575643, 0.3645450876057565, 0.36454508760575643]",0
"[0.8643346454960491, 0.8643346454960491, 0.864334645496049, 0.8643346454960491]",0
"[0.02921161617055006, 0.029211616170550063, 0.02921161617055006, 0.029211616170550063]",0
"[0.7593065629138579, 0.7593065629138579, 0.7593065629138578, 0.7593065629138579]",0
"[0.9795255688990683, 0.9795255688990683, 0.9795255688990683, 0.9795255688990684]",1
"[0.6998822138188321, 0.699882213818832, 0.699882213818832, 0.6998822138188321]",1
"[0.04312550170963199, 0.04312550170963199, 0.043125501709631996, 0.04312550170963199]",0
"[0.6946672112772995, 0.6946672112772995, 0.6946672112772995, 0.6946672112772996]",1
"[0.917257875717378, 0.917257875717378, 0.9172578757173779, 0.917257875717378]",1
"[0.24085212754122187, 0.24085212754122187, 0.24085212754122187, 0.24085212754122184]",0
"[0.565033555977528, 0.565033555977528, 0.565033555977528, 0.5650335559775281]",1
"[0.9793460462101342, 0.9793460462101342, 0.9793460462101341, 0.9793460462101342]",1
"[0.29557752872984333, 0.29557752872984333, 0.29557752872984333, 0.29557752872984333]",0
"[0.3877214228898153, 0.38772142288981526, 0.3877214228898153, 0.3877214228898153]",1
"[0.14637049126500778, 0.14637049126500778, 0.1463704912650078, 0.14637049126500778]",0
"[0.8880335409198432, 0.8880335409198432, 0.8880335409198432, 0.8880335409198433]",1
"[0.6281658234119515, 0.6281658234119515, 0.6281658234119515, 0.6281658234119515]",1
"[0.2851673325428292, 0.2851673325428292, 0.2851673325428292, 0.2851673325428292]",0
"[0.23955460830210568, 0.23955460830210568, 0.2395546083021057, 0.23955460830210568]",0
"[0.7753288898056696, 0.7753288898056696, 0.7753288898056695, 0.7753288898056696]",0
"[0.7530443203216906, 0.7530443203216906, 0.7530443203216906, 0.7530443203216907]",0
"[0.7108988107499005, 0.7108988107499005, 0.7108988107499004, 0.7108988107499005]",1
"[0.5055230272203469, 0.5055230272203469, 0.5055230272203469, 0.505523027220347]",1
"[0.5758392722255448, 0.5758392722255448, 0.5758392722255448, 0.5758392722255449]",1
"[0.3794325328736305, 0.37943253287363043, 0.3794325328736305, 0.3794325328736305]",1
"[0.16373806879490715, 0.16373806879490715, 0.16373806879490718, 0.16373806879490715]",0
"[0.8457417671377285, 0.8457417671377285, 0.8457417671377284, 0.8457417671377285]",0
"[0.335289760291891, 0.335289760291891, 0.335289760291891, 0.335289760291891]",0
"[0.279888736866373, 0.27988873686637294, 0.279888736866373, 0.27988873686637294]",0
"[0.34645115952213634, 0.3464511595221363, 0.34645115952213634, 0.3464511595221363]",0
"[0.7672668883996034, 0.7672668883996034, 0.7672668883996034, 0.7672668883996034]",0
"[0.06568242524042225, 0.06568242524042225, 0.06568242524042224, 0.06568242524042225]",0
"[0.0855813019225155, 0.0855813019225155, 0.08558130192251548, 0.0855813019225155]",0
"[0.15250130804499937, 0.15250130804499937, 0.1525013080449994, 0.15250130804499937]",0
"[0.2847347530342331, 0.2847347530342331, 0.2847347530342331, 0.2847347530342331]",0
"[0.4433350081962048, 0.4433350081962048, 0.44333500819620486, 0.4433350081962048]",1
"[0.8200197328766713, 0.8200197328766712, 0.8200197328766712, 0.8200197328766713]",0
"[0.913299312711712, 0.913299312711712, 0.913299312711712, 0.9132993127117122]",1
"[0.6464550628249006, 0.6464550628249006, 0.6464550628249005, 0.6464550628249006]",1
