sequence,label
"[0.04618675539879376, 0.01603179863001052, 0.014987852660062645, 0.04616147467879886]",0
"[0.7394472994590886, 0.7394475912860977, 0.739451718483797, 0.7394472994590887]",1
"[0.09543599801722354, 0.0029965619859359353, 0.003012354702326171, 0.1888384981204265]",0
"[0.9529111389092361, 0.9529111916502037, 0.9529119375455206, 0.9529111389092363]",1
"[0.2424373046144354, 0.24243815310786904, 0.24245015302576287, 0.24243730461443547]",1
"[0.004795176566628618, 0.004796291226527958, 0.00481205543487861, 0.11833073005919212]",0
"[0.5474528714577791, 0.5474533783244311, 0.5474605467454986, 0.5474528714577792]",1
"[0.029106748960210385, 0.028390216756330456, 0.028405607232595317, 0.8040766601032799]",0
"[0.5823671458163129, 0.5823676135779076, 0.5823742289511176, 0.5823671458163129]",1
"[0.07426787514908426, 0.07805397555677124, 0.07806857935003411, 0.15173632145043492]",0
"[0.7519473354601138, 0.7519476132866997, 0.7519515424817694, 0.751947335460114]",1
"[0.6459865576971632, 0.6459869542030671, 0.6459925618343124, 0.6459865576971633]",1
"[0.3049882060641087, 0.3049889844986159, 0.30499999359992624, 0.30498820606410876]",1
"[0.7583836787671713, 0.7583839493848553, 0.7583877766271868, 0.7583836787671715]",1
"[0.6263880795325051, 0.6263884979893051, 0.6263944160636731, 0.6263880795325052]",1
"[0.5129808496945992, 0.512981395170972, 0.512989109634543, 0.5129808496945993]",1
"[0.12599670838625482, 0.04472906378718522, 0.027390395537356588, 0.15281683222338174]",0
"[0.29080524213329595, 0.2908060364531574, 0.29081727021495285, 0.290805242133296]",1
"[0.5988546553805852, 0.598855104675664, 0.5988614588840064, 0.5988546553805854]",1
"[0.0833226930302975, 0.08332371973697202, 0.017698603887916785, 0.18385883629965782]",0
"[0.9002021177563136, 0.9002022295330001, 0.9002038103478952, 0.9002021177563139]",1
"[0.03131225177293049, 0.031313336732893014, 0.03132868090640404, 0.13823561695037076]",0
"[0.4395987597726783, 0.4395993874392404, 0.43960826428720456, 0.4395987597726784]",1
"[0.5102135708824987, 0.5102141194583084, 0.5102218777560318, 0.5102135708824989]",1
"[0.17635686264344808, 0.018905477253857668, 0.018921017970127015, 0.7879144398032458]",0
"[0.17312013046131552, 0.09548149237363135, 0.07645416075193186, 0.17309884985524387]",0
"[0.6176670311570474, 0.6176674593816888, 0.6176735155988997, 0.6176670311570475]",1
"[0.32460172465711823, 0.32460248112388357, 0.32461317954382835, 0.3246017246571183]",1
"[0.2282605808613429, 0.2282614452331416, 0.2282736697126751, 0.22826058086134296]",1
"[0.3830781100645746, 0.38307880103599634, 0.38308857318036305, 0.3830781100645747]",1
"[0.2355227076867149, 0.235523563924709, 0.23553567337095724, 0.23552270768671496]",1
"[0.5442025388883075, 0.5442030493954315, 0.5442102693023024, 0.5442025388883076]",1
"[0.09249367421984178, 0.10266984904706994, 0.11544548993204401, 0.13514352888770273]",0
"[0.5652316177964748, 0.5652321047503861, 0.5652389915531827, 0.5652316177964749]",1
"[0.3868604577858377, 0.38686114452091414, 0.3868708567522698, 0.38686045778583783]",1
"[0.07237358119959257, 0.027108901699550502, 0.027124312472079675, 0.09651618878105651]",0
"[0.9602142269011821, 0.9602142714624673, 0.9602149016756674, 0.9602142269011823]",1
"[0.05081200712596295, 0.019183724866712357, 0.01919926117548874, 0.1614495580834142]",0
"[0.12521364608464047, 0.024256023644806925, 0.024271479607445075, 0.786088787808677]",0
"[0.6162677913066964, 0.6162682210985293, 0.6162742994799301, 0.6162677913066965]",1
"[0.6397691006239857, 0.6397695040936321, 0.6397752102104217, 0.6397691006239858]",1
"[0.024938950261303442, 0.02494004235955896, 0.02495548748721585, 0.02493895026130345]",0
"[0.08868252567833132, 0.08868354638182901, 0.08869798180075034, 0.08868028561453431]",0
"[0.23243989988834882, 0.2324407595791821, 0.2324529178576137, 0.23243989988834884]",1
"[0.43291488941605055, 0.4329155245687522, 0.432924507290324, 0.43291488941605066]",1
"[0.7454577106355988, 0.7454579957307633, 0.7454620277225594, 0.745457710635599]",1
"[0.7524931110038013, 0.7524933882191018, 0.7524973087689971, 0.7524931110038016]",1
"[0.15958406495416988, 0.15958500624577088, 0.12599137142059877, 0.15956982454860316]",0
"[0.07796862054631316, 0.07796965324971292, 0.07798425837865652, 0.07796862054631318]",0
"[0.4221049815498745, 0.42210562881000424, 0.4221147827622974, 0.42210498154987464]",1
"[0.8236504975661707, 0.8236506950830176, 0.8236534884881874, 0.8236504975661709]",1
"[0.573504973421643, 0.5735054511091424, 0.5735122068606231, 0.5735049734216431]",1
"[0.0422192824051629, 0.04222035514891687, 0.042235526553265894, 0.138761391924442]",0
"[0.20842801602989652, 0.20842890261477554, 0.20844144124540315, 0.20842801602989658]",1
"[0.3704001489962434, 0.37040085416737006, 0.37041082713272855, 0.37040014899624346]",1
"[0.06768016753117129, 0.0676812117579537, 0.08022876423536399, 0.18148948882064161]",0
"[0.687793668363675, 0.6877940180443338, 0.6877989634440589, 0.6877936683636751]",1
"[0.0020003769707361264, 0.002001494760896658, 0.002017303239333317, 0.002000376970736127]",0
"[0.009341706051788355, 0.009342815619435348, 0.00935850781000997, 0.05568398587991787]",0
"[0.009296904775848016, 0.00929801439367381, 0.009313707293908026, 0.15141087218163973]",0
"[0.07924289683770194, 0.07924392811387321, 0.011179808791397277, 0.19607150411643728]",0
"[0.45702949620005173, 0.4570301043436549, 0.45703870508588257, 0.45702949620005184]",1
"[0.0031348092793682765, 0.003135925798929859, 0.0031517163077718654, 0.003134809279368277]",0
"[0.7389026439472995, 0.7389029363843396, 0.7389070722094719, 0.7389026439472997]",1
"[0.044187658464513065, 0.04418872900362554, 0.07681960496184916, 0.16169004493247968]",0
"[0.4794402144573077, 0.4794407975002196, 0.47944904325297827, 0.47944021445730783]",1
"[0.095120469030958, 0.09512148252376186, 0.09513581596459991, 0.09512046903095803]",0
"[0.585675400035393, 0.5856758640916416, 0.5856824270615598, 0.5856754000353931]",1
"[0.30234893089755194, 0.30234971228812824, 0.30236076319599203, 0.302348930897552]",1
"[0.029646124321620677, 0.029647211147697004, 0.02966258171294133, 0.029646124321620688]",0
"[0.07042632574175713, 0.07042736689275819, 0.070442091492894, 0.07042632574175714]",0
"[0.6611223487644928, 0.6611227283178469, 0.6611280961956683, 0.6611223487644929]",1
"[0.025428564205508573, 0.10251608484008123, 0.10253030114906923, 0.10251507962946788]",0
"[0.7319552460854085, 0.7319555463037469, 0.731959792176806, 0.7319552460854086]",1
"[0.09289256558026773, 0.09289358156839173, 0.10090100237954741, 0.7758971375504776]",0
"[0.9907432563679414, 0.9907432667357781, 0.990743413364122, 0.9907432563679416]",1
"[0.5373116226350126, 0.537312140860174, 0.5373194699202936, 0.5373116226350128]",1
"[0.15574843571544916, 0.11941014706162362, 0.11942409576558322, 0.17871900991740247]",0
"[0.7388248817326317, 0.7388251742567677, 0.7388293113136664, 0.7388248817326318]",1
"[0.040364829590346735, 0.04036590441114469, 0.01792196646105363, 0.18905098417202926]",0
"[0.3329597226929023, 0.33296046979845373, 0.3329710358263327, 0.3329597226929023]",1
"[0.690976959023793, 0.6909773051390687, 0.6909822001149454, 0.6909769590237931]",1
"[0.03719625934946627, 0.03719733771916, 0.044117148229547605, 0.7861964708754907]",0
"[0.4655750195765575, 0.4655756181489126, 0.4655840835286422, 0.4655750195765576]",1
"[0.07429267585540837, 0.07429371267597883, 0.0743083760324919, 0.18423308695831658]",0
"[0.012525796734691003, 0.01252690273605886, 0.04170096039506375, 0.14565662830077403]",0
"[0.8160835620598474, 0.816083768051894, 0.8160866813185689, 0.8160835620598477]",1
"[0.14001790771001157, 0.09315710877849619, 0.0478207108945895, 0.17235034853792638]",0
"[0.5867226298604984, 0.5867230927438175, 0.5867296391254427, 0.5867226298604985]",1
"[0.08282267878989194, 0.08282370605659772, 0.12951797204703797, 0.17431936461550426]",0
"[0.00012160346326663383, 0.000122723357711067, 0.00013856159622958856, 0.7900724212625577]",0
"[0.7184532615488889, 0.7184535768898638, 0.7184580366365821, 0.718453261548889]",1
"[0.0995303546244997, 0.09953136317809656, 0.09869345694862404, 0.14768244599606198]",0
"[0.6568886281881308, 0.6568890124833816, 0.6568944474240344, 0.6568886281881309]",1
"[0.4793622922380829, 0.4793628753682701, 0.4793711223553295, 0.479362292238083]",1
"[0.2491122147158751, 0.24911305573320486, 0.24912494991942308, 0.24911221471587514]",1
"[0.4096811077179478, 0.40968176889319696, 0.40969111964169824, 0.4096811077179479]",1
"[0.6749152215855108, 0.6749155856904245, 0.6749207350868682, 0.6749152215855109]",1
"[0.06083741264951226, 0.060838464540389825, 0.06085334103048867, 0.06083741264951227]",0
"[0.019725201773746516, 0.05471429698316546, 0.05472927048119594, 0.13882587376088473]",0
"[0.2332989643545048, 0.23329982308315955, 0.23331196775386853, 0.23329896435450484]",1
"[0.03325166700747637, 0.029155197686208698, 0.029170576045036038, 0.18273656433735233]",0
"[0.49738280546229957, 0.4973833684089597, 0.497391329948121, 0.4973828054622996]",1
"[0.009142020364739987, 0.00914313015604107, 0.009158825509669871, 0.7928339399106088]",0
"[0.06877011857297696, 0.0687711615789808, 0.05603168548501679, 0.082565071453235]",0
"[0.46914808133735647, 0.46914867590777287, 0.46915708468961564, 0.4691480813373566]",1
"[0.8172112741770885, 0.8172114789060629, 0.8172143743095921, 0.8172112741770887]",1
"[0.038810705328887765, 0.03881178189035252, 0.038827007287123946, 0.03881070532888777]",0
"[0.9316030120537833, 0.9316030886605059, 0.9316041720800624, 0.9316030120537835]",1
"[0.31411486599138344, 0.3141156342037518, 0.31412649873726545, 0.3141148659913835]",1
"[0.8439846766835919, 0.8439848514255351, 0.8439873227339579, 0.8439846766835921]",1
"[0.0056755216388562745, 0.12908145166851764, 0.1290952471772475, 0.16499029892371336]",0
"[0.2742638110333382, 0.27426462388010936, 0.2742761196608985, 0.27426381103333825]",1
"[0.2695609570960581, 0.2695617752101698, 0.26957334548494, 0.26956095709605815]",1
"[0.44669256180416017, 0.44669318152544657, 0.446701946006418, 0.4466925618041603]",1
"[0.2896354488175823, 0.28963624444764813, 0.28964749673916246, 0.28963544881758235]",1
"[0.563683893717293, 0.5636843824047026, 0.5636912937237037, 0.5636838937172931]",1
"[0.043225711068251224, 0.052423674311729174, 0.024121717882190002, 0.1568111859825768]",0
"[0.08703911887410554, 0.08704014141826921, 0.08705460286902506, 0.08703911887410555]",0
"[0.08462993026041382, 0.10487566939831475, 0.10488984833105278, 0.130380513237017]",0
"[0.02243135884509991, 0.022432453751934655, 0.022447938600252675, 0.17793050746085248]",0
"[0.628839989362897, 0.6288404050734829, 0.6288462843091953, 0.6288399893628971]",1
"[0.02193854480975618, 0.021939640268557752, 0.02195513292313127, 0.14056672334028075]",0
"[0.035479730462723576, 0.03840761083223237, 0.038422842631147106, 0.800895449502402]",0
"[0.4494995217463793, 0.44950013832378455, 0.44950885834204807, 0.4494995217463794]",1
"[0.5464397226032998, 0.5464402306047095, 0.5464474150742217, 0.5464397226032999]",1
"[0.46600335177545854, 0.4660039498680684, 0.4660124084629455, 0.46600335177545865]",1
"[0.07997475768109877, 0.07997578813756345, 0.07999036148896435, 0.17341469885062327]",0
"[0.07396178643167758, 0.07396282362285433, 0.04065598835698587, 0.789370161262193]",0
"[0.3130599559475454, 0.31306072534144536, 0.31307160658490785, 0.31305995594754543]",1
"[0.10907990659573985, 0.10908090445354586, 0.028719850852681823, 0.7927040162103819]",0
"[0.11204079092172546, 0.11204178546325029, 0.12365166446717465, 0.780916160492251]",0
"[0.6303446722162647, 0.6303450862415597, 0.6303509416428478, 0.6303446722162648]",1
"[0.24950374586668228, 0.24950458644548515, 0.24951647442978542, 0.2495037458666823]",1
"[0.08199625525334962, 0.08943172685204669, 0.08944615041965283, 0.7765331556642735]",0
"[0.6724645917915743, 0.6724649586412685, 0.6724701468560919, 0.6724645917915743]",1
"[0.6382116162668312, 0.6382120214809078, 0.6382177522685062, 0.6382116162668313]",1
"[0.5577992461225295, 0.5577997414009248, 0.5578067459337132, 0.5577992461225296]",1
"[0.7098493365091038, 0.7098496614867383, 0.7098542575210467, 0.7098493365091039]",1
"[0.03809836504143638, 0.03809944240074409, 0.03811467908110301, 0.14956153951264534]",0
"[0.054923484220830605, 0.06985919134747527, 0.04006814158499106, 0.7719839061016459]",0
"[0.1258976655655153, 0.1437978543092939, 0.014070242089188868, 0.14377977484798768]",0
"[0.028292965783665518, 0.04576253206287724, 0.02600285955294205, 0.15231073780981283]",0
"[0.28826740985583266, 0.28826820701814404, 0.28827948097962086, 0.2882674098558327]",1
"[0.5714604351931942, 0.5714609151706391, 0.5714677033079422, 0.5714604351931943]",1
"[0.0023946281990111077, 0.0023957455475981824, 0.018145809039720136, 0.01812915631837195]",0
"[0.8226383087390329, 0.8226385073895622, 0.8226413168279699, 0.8226383087390331]",1
"[0.08219434089482869, 0.0027738358921500094, 0.002789632136562213, 0.08216922017939073]",0
"[0.7509759477949932, 0.7509762267095629, 0.7509801712915734, 0.7509759477949934]",1
"[0.5678793732045488, 0.5678798571928929, 0.5678867020548077, 0.567879373204549]",1
"[0.08875468773350666, 0.08875570835618064, 0.08877014263204312, 0.08875468773350666]",0
"[0.5121237052831265, 0.5121242517195271, 0.5121319797604069, 0.5121237052831266]",1
"[0.13946333191569293, 0.13946429574313154, 0.034664559335723544, 0.16848463844250286]",0
"[0.01010620782479885, 0.01010731653618043, 0.010122996616921027, 0.7993922066900467]",0
"[0.6740596772196071, 0.674060042282757, 0.6740652052311643, 0.6740596772196072]",1
"[0.5114224053101032, 0.5114229525319813, 0.5114306916815682, 0.5114224053101033]",1
"[0.010048606184304127, 0.03914491100476509, 0.039160131124710555, 0.1636709013472704]",0
"[0.09536463598483286, 0.09536564920416224, 0.1445840656084358, 0.19185378399576825]",0
"[0.051668351514651135, 0.03294378134185751, 0.03295909968882842, 0.15326100487341882]",0
"[0.051175217470193546, 0.05117628018302581, 0.010858205086522597, 0.05116433716032234]",0
"[0.48650281560018827, 0.4865033907327705, 0.48651152461276354, 0.4865028156001884]",1
"[0.8441397210992568, 0.8441398956675455, 0.8441423645200393, 0.8441397210992571]",1
"[0.051113935724889446, 0.006955230295100874, 0.006970960305462719, 0.17090134727037026]",0
"[0.3289820094076279, 0.3289827609683401, 0.32899339000385286, 0.32898200940762795]",1
"[0.015208913149846506, 0.016213243594344742, 0.011664614376357615, 0.16696635520179615]",0
"[0.08260747266082138, 0.08260850016856462, 0.08262303181732654, 0.14420682701043328]",0
"[0.9017399215529658, 0.9017400316072649, 0.9017415880630946, 0.901739921552966]",1
"[0.38116445556369444, 0.38116514867846785, 0.3811749511354371, 0.38116445556369455]",1
"[0.036229351811939606, 0.07745923928478685, 0.07747385249878079, 0.07745820600970717]",0
"[0.13173271174763057, 0.06846107309495988, 0.06847582884154825, 0.1819106208144808]",0
"[0.4822666949554723, 0.4822672748326394, 0.48227547581348135, 0.4822666949554724]",1
"[0.0913896427770263, 0.1487418295764572, 0.18628870604589365, 0.8086038290370512]",0
"[0.01183921718090531, 0.011840323951263308, 0.011855976580850212, 0.011839217180905314]",0
"[0.5128643663771544, 0.512864911983992, 0.512872628292678, 0.5128643663771545]",1
"[0.04480991618641299, 0.035206723255948286, 0.03522200575750632, 0.1719266564711763]",0
"[0.5615787137617679, 0.5615792048070436, 0.561586149472442, 0.561578713761768]",1
"[0.02003545060963336, 0.013401806673430586, 0.013417434568846233, 0.7906673182052226]",0
"[0.027158053461362578, 0.027159143074154513, 0.027174553050851143, 0.7878317174473131]",0
"[0.0907003431457728, 0.0907013615892531, 0.09071576504561332, 0.11657019991929372]",0
"[0.9567947695150357, 0.956794817906218, 0.9567955022841863, 0.956794769515036]",1
"[0.7009046017630581, 0.7009049367590698, 0.7009096744794501, 0.7009046017630582]",1
"[0.5248747884339746, 0.5248753205887714, 0.5248828466503934, 0.5248747884339747]",1
"[0.8574360997801217, 0.8574362594560588, 0.8574385176917239, 0.8574360997801219]",1
"[0.46361576377695235, 0.46361636454373395, 0.4636248609583982, 0.46361576377695246]",1
"[0.494642727424877, 0.49464329344050856, 0.49465129838295735, 0.49464272742487714]",1
"[0.4407307920129565, 0.4407314184116078, 0.4407402773279948, 0.4407307920129566]",1
"[0.044007653337967065, 0.044008724078690796, 8.30409566318204e-05, 0.043991972891387954]",0
"[0.08246762867806476, 0.0733661672983373, 0.0733808453473384, 0.08244298797629758]",0
"[0.05107937474059261, 0.051080437560771665, 0.051095468619798495, 0.14702738733999146]",0
"[0.9987614047248066, 0.9987614061120713, 0.9987614257316245, 0.9987614047248068]",1
"[0.10111551977000305, 0.16264877007034914, 0.19091355932420342, 0.7710803603686635]",0
"[0.2629268481566355, 0.2629276737011525, 0.2629393490613012, 0.26292684815663553]",1
"[0.0021821421474083583, 0.002183259733986322, 0.0021990653332326386, 0.0021821421474083583]",0
"[0.10118176165657199, 0.05696859866085936, 0.03209732976123885, 0.8052419732913996]",0
"[0.9560957096058096, 0.9560957587799603, 0.9560964542311527, 0.9560957096058098]",1
"[0.4046614447579467, 0.4046621115553722, 0.4046715418161617, 0.4046614447579468]",1
"[0.11687020846353705, 0.11687119759596624, 0.060987582576951284, 0.8050846888119375]",0
"[0.21788892547659755, 0.21788980146496809, 0.21790219023323149, 0.2178889254765976]",1
"[0.42732513021970864, 0.4273257716331119, 0.42733484289739015, 0.42732513021970875]",1
"[0.03086711909555184, 0.08789008467271665, 0.11295426123308941, 0.11293921650888619]",0
"[0.0779817409199814, 0.07798277360868594, 0.06628876364655721, 0.18866025304400674]",0
"[0.9881119814292311, 0.9881119947441763, 0.9881121830523488, 0.9881119814292313]",1
"[0.6686267224890564, 0.668627093637282, 0.6686323426445873, 0.6686267224890565]",1
"[0.12353503827789016, 0.12353601994550573, 0.7804417906894288, 0.7823488412950003]",0
"[0.13118885625862622, 0.11135152657776719, 0.03176132589047426, 0.7899504977901772]",0
"[0.05730275198237646, 0.0425304436329378, 0.042545610125428644, 0.7993466053913217]",0
"[0.29961957316544374, 0.2996203576129843, 0.2996314517543242, 0.2996195731654438]",1
"[0.28303846093536744, 0.2830392639542618, 0.28305062074315096, 0.2830384609353675]",1
"[0.7401684399971711, 0.7401687310164807, 0.7401728467911951, 0.7401684399971712]",1
"[0.05076896590014884, 0.050770029067995305, 0.11589317508937702, 0.1416813150838536]",0
"[0.047239425378834785, 0.0016738057953265603, 0.0016896194644162301, 0.1958700583792627]",0
"[0.22900316201005402, 0.22900402555013907, 0.22901623826706483, 0.22900316201005408]",1
"[0.2759806599291948, 0.27598147085304253, 0.2759929394386623, 0.2759806599291948]",1
"[0.009146500492334021, 0.009147610278617224, 0.01545425803305254, 0.09645842713600486]",0
"[0.8951976552292209, 0.8951977726110587, 0.8951994326974647, 0.8951976552292211]",1
"[0.8365303843853472, 0.8365305674763263, 0.836533156861967, 0.8365303843853474]",1
"[0.00040449151991848726, 0.00040561109751962817, 0.0004214448550447301, 0.11651115823778664]",0
"[0.5975306176719912, 0.5975310684500329, 0.5975374436313506, 0.5975306176719913]",1
"[0.10333686303385921, 0.004938215109565398, 0.004953977069815844, 0.7930400257799344]",0
"[0.18462157802254206, 0.08503000642097569, 0.030455230844259325, 0.7942408599796924]",0
"[0.8308188617211818, 0.8308190512092412, 0.8308217310663419, 0.830818861721182]",1
"[0.18444157289599605, 0.10015666028622544, 0.0463814943148145, 0.8026359790726841]",0
"[0.3260824068269464, 0.3260831616353024, 0.32609383660099767, 0.32608240682694645]",1
"[0.5148513029651084, 0.5148518463465162, 0.5148595311817993, 0.5148513029651085]",1
"[0.00045681301003452576, 0.00045793252903399443, 0.7810054771830972, 0.7810017629302084]",0
"[0.33946550797766717, 0.3394662477965397, 0.3394767107717081, 0.3394655079776672]",1
"[0.5652706589083657, 0.5652711458185496, 0.5652780320029287, 0.5652706589083658]",1
"[0.0003996913832105938, 0.00040081096618803494, 0.0004166447997480931, 0.000399691383210594]",0
"[0.9560569885030326, 0.9560570377205522, 0.9560577337850933, 0.9560569885030328]",1
"[0.4506689950529791, 0.45066961032053837, 0.4506783118141521, 0.4506689950529792]",1
"[0.14120802160445528, 0.015412741692612711, 0.0154283377344507, 0.14447899476177084]",0
"[0.21718490542610652, 0.21718578220300108, 0.21719818212305805, 0.21718490542610658]",1
"[0.8187220372036196, 0.8187222402404931, 0.818725111713287, 0.8187220372036198]",1
"[0.004878218931675175, 0.004879333498564521, 0.07961915721269108, 0.17274043964772118]",0
"[0.6579707390066469, 0.6579711220899005, 0.6579765398897396, 0.657970739006647]",1
"[0.015098029991894168, 0.13357533462115523, 0.06227671742778477, 0.14993931027155655]",0
"[0.20518856377029618, 0.205189453983461, 0.20520204392754604, 0.2051885637702962]",1
"[0.868559776582437, 0.8685599237995153, 0.8685620058343072, 0.8685597765824372]",1
"[0.052459734053225834, 0.04226307631776806, 0.04227824704540596, 0.1715864867831436]",0
"[0.23939017783226466, 0.23939102973857365, 0.23940307792345766, 0.2393901778322647]",1
"[0.1369427801303781, 0.13694374678091192, 0.07461493956410378, 0.16464916920833905]",0
"[0.03788555898071977, 0.033955969035312804, 0.03397127134904594, 0.17197161775167358]",0
"[0.9574546283078141, 0.9574546759599344, 0.9574553498856307, 0.9574546283078144]",1
"[0.004971661592922167, 0.007569967114300248, 0.0075856873871187, 0.8028700657394724]",0
"[0.010583501418120388, 0.010584609594918517, 0.010600282115249968, 0.01058350141812039]",0
"[0.3172691958266971, 0.31726996050611944, 0.31728077507452884, 0.31726919582669716]",1
"[0.9185748010103327, 0.918574892209051, 0.9185761819976167, 0.918574801010333]",1
"[0.002560392919990361, 0.003562977483063937, 0.0007612887700466309, 0.7801394983729139]",0
"[0.6245581074148991, 0.624558527921324, 0.6245644749827518, 0.6245581074148993]",1
"[0.9964672593875473, 0.9964672633443252, 0.9964673193035184, 0.9964672593875475]",1
"[0.09093874993559817, 0.09093976811205556, 0.09095416779201296, 0.09093874993559818]",0
"[0.9395678788931908, 0.9395679465790185, 0.9395689038337722, 0.939567878893191]",1
"[0.060462361968068846, 0.06046341427901468, 0.0604782967099781, 0.06046236196806887]",0
"[0.11680060648127259, 0.009247613014692083, 0.009263306713293337, 0.1587501212034519]",0
"[0.0360659871593143, 0.1110150373714225, 0.03793659702959778, 0.15464104417693816]",0
"[0.0353917279564122, 0.03538496813272811, 0.00210066419965158, 0.7926952159597507]",0
"[0.1199818170821505, 0.12312672874729853, 0.04706198215403441, 0.13361148525510008]",0
"[0.6581251434040841, 0.6581255263144, 0.6581309416684481, 0.6581251434040842]",1
"[0.038731983086878315, 0.03873305973651439, 0.0387482863802591, 0.03873198308687832]",0
"[0.564112385920751, 0.5641128741282362, 0.5641197786598502, 0.5641123859207511]",1
"[0.28522364316935744, 0.28522444374078076, 0.28523576591602334, 0.2852236431693575]",1
"[0.9828905527229416, 0.9828905718860469, 0.9828908429025103, 0.9828905527229417]",1
"[0.03198043080266926, 0.005145580783090225, 0.005161339458630563, 0.07467316669178739]",0
"[0.5643855136994301, 0.5643860016010039, 0.5643929018062288, 0.5643855136994302]",1
"[0.07422723399162409, 0.07422827088549144, 0.0742429352786144, 0.07422723399162409]",0
"[0.07593912274621582, 0.0759401577227153, 0.07595479499923839, 0.07593912274621582]",0
"[0.9495564833686463, 0.9495565398669309, 0.9495573389005442, 0.9495564833686465]",1
"[0.05422202424325045, 0.05422308354356575, 0.06169895077191289, 0.061683036732886165]",0
"[0.8425139147962933, 0.842514091185535, 0.8425165857910684, 0.8425139147962936]",1
"[0.02111116124587228, 0.004063631180949111, 0.00407940699476858, 0.10527579825473432]",0
"[0.3968529023706595, 0.39685357791389175, 0.39686313186327904, 0.3968529023706596]",1
"[0.12693545512176185, 0.0888217901641789, 0.08883622339329349, 0.18310729489575864]",0
"[0.4357180092489034, 0.435718641262025, 0.43572757958171676, 0.43571800924890347]",1
"[0.23119122432606878, 0.23119208541545697, 0.2312042634731152, 0.23119122432606884]",1
"[0.032479805024847104, 0.032480888677114204, 0.032496214356389386, 0.08325053097512218]",0
"[0.6971102537000253, 0.6971105929458231, 0.6971153907693017, 0.6971102537000254]",1
"[0.6057476516931202, 0.6057480932678319, 0.6057543382899772, 0.6057476516931203]",1
"[0.5801910838420677, 0.5801915540409186, 0.5801982038833088, 0.5801910838420679]",1
"[0.053526964447947474, 0.07366649551531732, 0.02120552428763979, 0.7740575651594559]",0
"[0.13184183485545667, 0.13184280721920552, 0.08946759066664448, 0.1968785671015911]",0
"[0.7338540201624942, 0.7338543182541475, 0.7338585340503123, 0.7338540201624943]",1
"[0.5206772288874787, 0.5206777657436709, 0.5206853582953276, 0.5206772288874788]",1
"[0.44918719285125236, 0.44918780977847556, 0.4491965347440802, 0.44918719285125247]",1
"[0.028873462316206765, 0.00019104522699741068, 0.00020688238328505544, 0.02885378175570441]",0
"[0.6254144518035873, 0.6254148713508803, 0.6254208048476719, 0.6254144518035875]",1
"[0.41610385063766614, 0.4161045046192464, 0.41611375363044184, 0.41610385063766625]",1
"[0.9648564391113859, 0.9648564784732512, 0.964857035153045, 0.9648564391113861]",1
"[0.8118842424632253, 0.8118844531586386, 0.8118874329432275, 0.8118842424632255]",1
"[0.06727279592922807, 0.08844929997284727, 0.12204668597782246, 0.1552719421449123]",0
"[0.09780758556003676, 0.09780859604318776, 0.0978228869196573, 0.09780758556003677]",0
"[0.9543867009332425, 0.9543867520215354, 0.9543874745437068, 0.9543867009332427]",1
"[0.5465955670417493, 0.5465960748686085, 0.5466032568695192, 0.5465955670417494]",1
"[0.285887822085173, 0.28588862191269554, 0.2858999335672347, 0.285887822085173]",1
"[0.6029794128536781, 0.602979857528902, 0.6029861464004066, 0.6029794128536782]",1
"[0.2433742912998162, 0.24337513874379604, 0.2433871238196664, 0.24337429129981625]",1
"[0.992115775457285, 0.9921157842878582, 0.9921159091752737, 0.9921157754572852]",1
"[0.39986994829612743, 0.3998706204601758, 0.39988012661905864, 0.39986994829612754]",1
"[0.5627880282030432, 0.5627885178938496, 0.5627954434035081, 0.5627880282030433]",1
"[0.5119680208492338, 0.5119685674600057, 0.5119762979669527, 0.5119680208492339]",1
"[0.656382213765448, 0.6563825986278986, 0.6563880415902391, 0.6563822137654481]",1
"[0.49281275530727114, 0.4928133233725275, 0.49282135730203613, 0.49281275530727126]",1
"[0.06370965445095877, 0.10112612681082955, 0.09093976762612305, 0.7804734278832263]",0
"[0.5812445538448935, 0.5812450228638256, 0.5812516560190774, 0.5812445538448936]",1
"[0.01972936189222669, 0.054718457096986174, 0.05473343052911969, 0.05749491745524914]",0
"[0.2296273397866371, 0.2296282026276239, 0.22964040545747086, 0.22962733978663716]",1
"[0.03298333936550513, 0.03298442245379834, 0.03299974015700661, 0.032983339365505134]",0
"[0.5709157796814053, 0.5709162602688811, 0.5709230570336171, 0.5709157796814054]",1
"[0.006938917620373829, 0.03935739681837695, 0.03667466249211191, 0.1939333632221846]",0
"[0.6855803253276653, 0.6855806774873362, 0.6855856579467796, 0.6855803253276654]",1
"[0.012428033950406907, 0.012429140061272078, 0.012444783363904352, 0.012428033950406911]",0
"[0.6110252419988921, 0.6110256776625409, 0.6110318390867864, 0.6110252419988922]",1
"[0.598349200985244, 0.5983496508464472, 0.5983560130612705, 0.5983492009852441]",1
"[0.02807215949510242, 0.028073248084067585, 0.054007662168268175, 0.12465843027209418]",0
"[0.0031421694889870464, 0.0031432860003049686, 0.003159076392560042, 0.08079654108549013]",0
"[0.0011171518164837333, 0.0011182705958835035, 0.001134093064752106, 0.17648758636645973]",0
"[0.12072727831288635, 0.12072826312527912, 0.12074219095003974, 0.14653217323629378]",0
"[0.021196123665601994, 0.03428301798337203, 0.03429831511659014, 0.7750556735855839]",0
"[0.15116286511839855, 0.15116381584200145, 0.1511772615620532, 0.15116286511839858]",0
